Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage Élevé,Méthode Longue,Spaghetti Code,Message Chains,Large Class
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\amiga\include\freetype\config\ftmodule.h,130,0.4923076923076923,18,0,1,0,156,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\classic\cr3_logo_screen.png,229,0.0043668122270742,0,0,1,0,693,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\makefile.unix,201,0.154228855721393,0,0,1,0,202,1
C:/Users/norhe/pfaa\CoolReader\tools\toolchain-arm-v3.cmake,15,0.4,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afhints.h,234,0.1025641025641025,7,0,1,0,251,1
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\drawable-xxxhdpi\career.png,5,0.0,0,0,0,0,21,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\data\hyph\Slovenian_hyphen_(Alan).pdb,6,0.0,0,0,0,0,26,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\qtc-gdbmacros\Makefile,130,0.0461538461538461,0,0,1,0,131,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Unix-only\fontinfo.h,2250,0.0008888888888888,0,0,1,1,2251,1
C:/Users/norhe/pfaa\Websocket-With-Angular\frontend\package-lock.json,13015,0.0,0,0,1,1,13016,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\hyph\Portuguese_hyphen_(Alan).pdb,3,0.0,0,0,0,0,58,0
C:/Users/norhe/pfaa\Websocket-With-Angular\README.md,2,0.0,0,0,0,0,3,0
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\ReaderView$DrawCanvasCallback.class,107,0.0,0,0,1,0,117,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\truetype\module.mk,16,0.6875,0,0,0,0,17,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pfr\pfrload.c,712,0.0182584269662921,3,0,1,0,716,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\base\ftgxval.c,98,0.0306122448979591,0,0,1,0,99,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\configure,9,0.0,0,0,0,0,10,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\gxvalid\gxvfeat.c,257,0.0233463035019455,2,0,1,0,261,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\unix\unixddef.mk,30,0.6666666666666666,0,0,0,0,31,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\ANNOUNCE,43,0.0232558139534883,1,0,1,0,44,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\type1\t1errors.h,29,0.2758620689655172,0,0,1,0,32,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\psaux\t1decode.h,45,0.1333333333333333,1,0,1,0,47,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\exportprogressdlg.cpp,29,0.0344827586206896,0,0,1,0,30,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\ftsynth.h,54,0.1851851851851851,1,0,1,0,57,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\LICENSE,81,0.0,0,0,1,0,81,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\chmlib\src\enum_chmLib.c,78,0.0512820512820512,0,0,1,0,79,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\pngwio.c,216,0.1898148148148148,2,0,1,0,218,1
C:/Users/norhe/pfaa\Websocket-With-Angular\frontend\e2e\protractor.conf.js,29,0.0,0,0,1,0,30,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jchuff.c,748,0.03475935828877,7,0,1,0,760,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\cache\ftccmap.c,309,0.087378640776699,5,0,1,0,319,1
C:/Users/norhe/pfaa\Find-Job\.git\hooks\post-update.sample,6,0.8333333333333334,0,0,0,0,7,0
C:/Users/norhe/pfaa\CoolReader\crengine\src\wordfmt.cpp,2,1.0,0,0,0,0,3,0
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\cr3_browser_folder_root.png,17,0.0,0,0,0,0,42,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\aflatin2.c,1816,0.0176211453744493,7,0,1,1,1824,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\n516\skins\default\separator.png,3,0.0,0,0,0,0,5,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\smooth\module.mk,20,0.55,0,0,0,0,21,0
C:/Users/norhe/pfaa\CoolReader\packages\openinkpot\debian\cr3-settings-n516.install,0,0.0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\android\res\layout\bookmark_shortcut_item.xml,56,0.0,0,0,1,0,57,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\tools\docmaker\utils.py,97,0.2061855670103092,7,0,1,0,105,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\compiler\watcom.mk,58,0.7068965517241379,0,0,0,0,59,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\ttunpat.h,43,0.2558139534883721,1,0,1,0,46,0
C:/Users/norhe/pfaa\CoolReader\android\res\layout\options_tap_zone_grid.xml,165,0.0,0,0,1,0,166,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\internal\services\svttglyf.h,32,0.1875,1,0,1,0,35,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\po\quot.sed,5,0.0,0,0,0,0,6,0
C:/Users/norhe/pfaa\Websocket-With-Angular\frontend\src\app\app.component.html,13,0.0,0,0,0,0,14,0
C:/Users/norhe/pfaa\CoolReader\crengine\src\lvrend.cpp,2009,0.0278745644599303,18,0,1,1,2030,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\truetype\rules.mk,51,0.6274509803921569,0,0,0,0,52,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.solaris-x86,209,0.1291866028708134,0,0,1,0,210,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Unix-only\KDE3-only\lo32-app-antiword.png,4,0.0,0,0,0,0,18,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\ftchapters.h,91,0.0,0,0,1,0,92,0
C:/Users/norhe/pfaa\Find-Job\.git\hooks\pre-applypatch.sample,12,0.6666666666666666,0,0,0,0,13,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\cff\cffobjs.c,741,0.0364372469635627,4,0,1,0,746,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\README.projects,30,0.0,0,0,1,0,31,0
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\drawable-xxhdpi\cus3.png,253,0.0039525691699604,0,0,1,0,1206,1
C:/Users/norhe/pfaa\Websocket-With-Angular\.git\hooks\applypatch-msg.sample,13,0.6923076923076923,0,0,0,0,14,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Resources\8859-6.txt,259,0.1853281853281853,0,0,1,0,260,1
C:/Users/norhe/pfaa\CoolReader\crengine\makedocs.bat,3,0.0,0,0,0,0,4,0
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\tx_fabric_indigo_fibre_dark.jpg,36,0.0,0,0,1,0,149,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\po\update-po,9,0.0,0,0,0,0,10,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\psaux\Jamfile,25,0.4,0,0,0,0,26,0
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\values\themes.xml,7,0.0,0,0,0,0,8,0
C:/Users/norhe/pfaa\JavaDesktopSudoku\src\main\java\com\wissassblog\sudoku\problemdomain\SudokuGame.java,52,0.0,0,0,1,0,53,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\po\cr3_ca.po,676,0.3402366863905325,0,0,1,0,677,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\base\fttrigon.c,418,0.0382775119617224,1,0,1,0,420,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\src\citedlg.cpp,125,0.088,0,0,1,0,126,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\type42\rules.mk,48,0.6666666666666666,0,0,0,0,49,0
C:/Users/norhe/pfaa\Find-Job\.idea\gradle.xml,19,0.0,0,0,0,0,20,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\README,39,0.0,0,0,1,0,40,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\unix\install.mk,81,0.2962962962962963,0,0,1,0,82,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\base\ftmac.c,885,0.03954802259887,7,0,1,0,896,1
C:/Users/norhe/pfaa\Websocket-With-Angular\frontend\src\app\models\websocket.options.ts,2,0.0,0,0,0,0,3,0
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\values-v21\style.xml,9,0.0,0,0,0,0,10,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\winfonts\fnterrs.h,30,0.2666666666666666,0,0,1,0,33,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\internal\services\svtteng.h,35,0.1714285714285714,1,0,1,0,37,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpng.bpf,19,0.0,0,0,0,0,20,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\reference\ft2-gzip.html,79,0.0,0,0,1,0,80,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\classic\scroll_body_vertical.png,5,0.0,0,0,0,0,8,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\LICENSE.TXT,21,0.0,0,0,1,0,21,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3a\skins\default\sheet.png,25,0.0,0,0,1,0,77,0
C:/Users/norhe/pfaa\CoolReader\crengine\include\lvtextfm.h,256,0.16796875,4,0,1,0,264,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\unix\configure.ac,421,0.2375296912114014,2,0,1,0,424,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afmodule.c,73,0.0684931506849315,1,0,1,0,76,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\amiga\README,82,0.0,0,0,1,0,82,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\gxvalid\gxvmorx.c,137,0.0218978102189781,1,0,1,0,139,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\classic\scroll_arrow_up_enabled.png,4,0.0,0,0,0,0,8,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\chm.css,90,0.0,0,0,1,0,91,0
C:/Users/norhe/pfaa\CoolReader\crengine\include\lvfnt.h,202,0.1386138613861386,7,0,1,0,213,1
C:/Users/norhe/pfaa\CoolReader\crengine\src\lvstyles.cpp,292,0.023972602739726,0,0,1,0,293,1
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\drawable-xxxhdpi\suggestion.png,12,0.0,0,0,0,0,43,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afhints.c,997,0.0120361083249749,2,0,1,0,1000,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pshinter\rules.mk,50,0.64,0,0,0,0,51,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\win32\zlib.def,58,0.0,0,0,1,0,59,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\INSTALL.VMS,39,0.0,0,0,1,0,40,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pfr\pfrtypes.h,255,0.0392156862745098,1,0,1,0,278,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\VERSION.DLL,98,0.0510204081632653,0,0,1,0,99,0
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\BackgroundThread.class,98,0.0,0,0,1,0,160,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Win32-only\fonts_w.c,85,0.0588235294117647,0,0,1,0,86,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.hpgcc,202,0.1584158415841584,0,0,1,0,203,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\vms\ftsystem.c,255,0.1647058823529411,6,0,1,0,266,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\classic\cr3_menu_item_selected.png,3,0.0,0,0,0,0,11,0
C:/Users/norhe/pfaa\CoolReader\cr3wx\src\view.cpp,732,0.0300546448087431,2,0,1,0,735,1
C:/Users/norhe/pfaa\CoolReader\crengine\Tools\Fb2Linux\example.fb2,1263,0.0,0,0,1,1,1320,1
C:/Users/norhe/pfaa\CoolReader\cr3wx\templates\cpp,18,0.0,0,0,0,0,19,0
C:/Users/norhe/pfaa\Find-Job\gradlew.bat,67,0.0,0,0,1,0,68,0
C:/Users/norhe/pfaa\CoolReader\crengine\Tools\Fb2Linux\makefile,84,0.2261904761904762,1,0,1,0,86,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\release,112,0.0267857142857142,0,0,1,0,113,1
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\aboutdlg.cpp,44,0.0681818181818181,0,0,1,0,45,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\data\hyph\French_hyphen_(Alan).pdb,35,0.0,0,0,1,0,72,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\makefile.ansi,189,0.1481481481481481,0,0,1,0,190,1
C:/Users/norhe/pfaa\CoolReader\cr3wx\src\resources\crrcconv.cpp,29,0.0,0,0,1,0,30,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\dos\dos-wat.mk,14,0.7857142857142857,0,0,0,0,15,0
C:/Users/norhe/pfaa\Find-Job\.idea\compiler.xml,5,0.0,0,0,0,0,6,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Makefile.HP-UX,33,0.1212121212121212,0,0,1,0,34,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jcmarker.c,540,0.0092592592592592,2,0,1,0,545,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\otvalid\otvalid.h,56,0.1428571428571428,1,0,1,0,58,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\hdrftrlist.c,336,0.0238095238095238,1,0,1,0,339,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\README.txt,39,0.0,0,0,1,0,40,0
C:/Users/norhe/pfaa\Websocket-With-Angular\frontend\tslint.json,90,0.0,0,0,1,0,91,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\gzip\inftrees.h,52,0.0769230769230769,1,0,1,0,55,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\winfonts\winfnt.c,886,0.0327313769751693,12,0,1,0,900,1
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\FileBrowser.class,229,0.0,0,0,1,0,266,1
C:/Users/norhe/pfaa\CoolReader\crengine\include\crtrace.h,36,0.0833333333333333,1,0,1,0,38,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\gxvalid\gxvmorx.h,50,0.14,1,0,1,0,52,0
C:/Users/norhe/pfaa\CoolReader\android\jni\readerview.h,29,0.3448275862068966,1,0,0,0,31,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\mac\ascii2mpw.py,22,0.0,0,0,1,0,23,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\ftpfr.h,151,0.0662251655629139,1,0,1,0,154,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Resources\8859-3.txt,295,0.1559322033898305,0,0,1,0,296,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afmodule.h,25,0.2,0,0,0,0,27,0
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\drawable-v24\ic_launcher_foreground.xml,29,0.0,0,0,1,0,30,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pshinter\pshglob.c,599,0.023372287145242,3,0,1,0,603,1
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\cr3_browser_folder.png,18,0.0,0,0,0,0,75,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\chmlib\configure,12272,0.1221479791395045,24,0,1,1,12325,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\cff\cffcmap.c,162,0.0185185185185185,0,0,1,0,163,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\unix\ftsystem.c,330,0.1454545454545454,7,0,1,0,343,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\internal\services\svwinfnt.h,32,0.1875,1,0,1,0,35,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\settings.ui,876,0.0,0,0,1,0,877,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\type1\t1load.c,1784,0.0134529147982062,17,0,1,1,1804,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\cbuilder5\libpngstat.bpf,18,0.0555555555555555,0,0,0,0,19,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\os2\detect.mk,52,0.2692307692307692,1,0,1,0,54,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\internal\services\svpfr.h,46,0.1304347826086956,3,0,1,0,51,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\po\LINGUAS,1,0.0,0,0,0,0,2,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\n516\keymaps\keydefs.ini,162,0.1296296296296296,0,0,1,0,163,1
C:/Users/norhe/pfaa\CoolReader\cr3qt\data\hyph\Bulgarian_hyphen_(Alan).pdb,16,0.0,0,0,0,0,87,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\src\dictdlg.h,28,0.25,1,0,1,0,30,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\sfnt\Jamfile,23,0.4347826086956521,0,0,0,0,24,0
C:/Users/norhe/pfaa\CoolReader\crengine\doxygen\crengine.cfg,878,0.806378132118451,1,0,1,0,880,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\raster\ftraster.h,31,0.1935483870967742,1,0,1,0,33,0
C:/Users/norhe/pfaa\Find-Job\.git\objects\pack\pack-cbf6aebf8b0d0bf98d8e55ba914faa7cb79ace70.pack,35061,0.0038504321040472,0,0,1,1,143796,1
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\cr3_toc_item_normal.png,8,0.0,0,0,0,0,22,0
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\icons\exit.png,17,0.0,0,0,0,0,50,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\base\ftgloadr.c,301,0.0199335548172757,1,0,1,0,303,1
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\exportprogressdlg.h,17,0.1764705882352941,1,0,0,0,19,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\examples\zran.c,363,0.0220385674931129,0,0,1,0,364,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\pdf.c,1011,0.0108803165182987,1,0,1,0,1014,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\fonts_u.c,263,0.0190114068441064,0,0,1,0,264,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\smooth\ftsmooth.c,351,0.0313390313390313,2,0,1,0,354,1
C:/Users/norhe/pfaa\JavaDesktopSudoku\src\main\java\com\wissassblog\sudoku\constants\Messages.java,4,0.0,0,0,0,0,5,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\config\ftconfig.h,310,0.4451612903225806,16,0,1,0,349,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\DEBUG,133,0.0300751879699248,1,0,1,0,135,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\raster\module.mk,16,0.6875,0,0,0,0,17,0
C:/Users/norhe/pfaa\CoolReader\crengine\AUTHORS,0,0.0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Resources\Unicode01,305,0.160655737704918,0,0,1,0,306,1
C:/Users/norhe/pfaa\CoolReader\crengine\include\lvhashtable.h,190,0.031578947368421,1,0,1,0,192,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pcf\module.mk,28,0.8214285714285714,0,0,0,0,29,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\INSTALL,53,0.0,0,0,1,0,53,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\src\cr3main.h,24,0.3333333333333333,1,0,0,0,27,0
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\tx_metal_red_dark.jpg,33,0.0,0,0,1,0,198,0
C:/Users/norhe/pfaa\Find-Job\.idea\vcs.xml,5,0.0,0,0,0,0,6,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\main_u.c,286,0.1398601398601398,1,0,1,0,288,1
C:/Users/norhe/pfaa\Find-Job\app\src\main\res\drawable-xxxhdpi\gym.png,12,0.0,0,0,0,0,33,0
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\BookInfo.class,37,0.0,0,0,1,0,117,0
C:/Users/norhe/pfaa\CoolReader\crengine\lib\projects\codeblocks\freetype.cbp,1172,0.0,0,0,1,1,1173,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\default\cr3_progress_slider.png,3,0.0,0,0,0,0,8,0
C:/Users/norhe/pfaa\CoolReader\test,0,0.0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\postscript.c,1061,0.0094250706880301,0,0,1,1,1062,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afcjk.c,1181,0.0228619813717188,3,0,1,1,1186,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jconfig.wat,29,0.896551724137931,0,0,0,0,43,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\jpeg2eps.c,63,0.1269841269841269,0,0,1,0,64,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\hyph\Russian_EnUS_hyphen_(Alan).pdb,54,0.0,0,0,1,0,160,0
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\OptionsDialog$OptionBase.class,132,0.0,0,0,1,0,172,1
C:/Users/norhe/pfaa\CoolReader\bin\org\coolreader\crengine\Engine$TaskHandler.class,120,0.0,0,0,1,0,135,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v5\skins\default\tab-h51.png,25,0.0,0,0,1,0,80,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\po\en@boldquot.header,24,1.0,0,0,0,0,25,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\builds\win32\w32-gcc.mk,22,0.7272727272727273,0,0,0,0,23,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\visualc6\libpng.dsp,393,0.6997455470737913,0,0,1,0,394,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\zlib\projects\visualc6\zlib.dsp,470,0.6361702127659574,0,0,1,0,471,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\cff\cffload.c,1285,0.0124513618677042,3,0,1,1,1289,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\docs\reference\ft2-version.html,189,0.0158730158730158,0,0,1,0,190,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\scripts\makefile.bor,125,0.224,3,0,1,0,130,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\gzip\inftrees.c,409,0.0586797066014669,3,0,1,0,413,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\default\cr3_menu_title.png,6,0.0,0,0,0,0,15,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v5\skins\default\scroll_body_horizontal.png,3,0.0,0,0,0,0,6,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\autofit\afangles.c,231,0.0303030303030303,0,0,1,0,232,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jchuff.h,38,0.2368421052631578,1,0,1,0,41,0
C:/Users/norhe/pfaa\CoolReader\crengine\Tools\Fb2Test\resource.h,28,0.8214285714285714,0,0,0,0,31,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\psnames\psmodule.c,434,0.0437788018433179,3,0,1,0,439,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\otvalid\otvgdef.c,164,0.0426829268292682,1,0,1,0,166,1
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\tx_old_paper_dark.jpg,26,0.0,0,0,1,0,97,0
C:/Users/norhe/pfaa\Websocket-With-Angular\.git\logs\refs\remotes\origin\HEAD,0,0.0,0,0,0,0,0,0
C:/Users/norhe/pfaa\CoolReader\crengine\lib\projects\codeblocks\README,15,0.0,0,0,0,0,16,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\ftcache.h,1013,0.0128331688055281,14,0,1,0,1031,1
C:/Users/norhe/pfaa\CoolReader\android\res\drawable\cr3_option_style.png,25,0.0,0,0,1,0,86,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\psaux\psobjs.h,153,0.0326797385620915,1,0,1,0,155,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jpeglib.h,905,0.118232044198895,12,0,1,0,938,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\libpng.3,2894,0.0027643400138217,1,0,1,1,2896,1
C:/Users/norhe/pfaa\CoolReader\android\res\layout\progress_dialog.xml,42,0.0,0,0,1,0,43,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Docs\ReadMe,80,0.0,0,0,1,0,81,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\src\pshinter\pshalgo.c,1788,0.0341163310961968,13,0,1,1,1803,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\freetype\include\freetype\internal\services\svbdf.h,38,0.1578947368421052,2,0,1,0,42,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\antiword\Resources\cp852.txt,272,0.0588235294117647,0,0,1,0,273,1
C:/Users/norhe/pfaa\CoolReader\cr3qt\src\crqtutil.cpp,166,0.0240963855421686,0,0,1,0,167,1
C:/Users/norhe/pfaa\CoolReader\thirdparty\libpng\projects\beos\x86-shared.proj,110,0.0,0,0,1,0,182,1
C:/Users/norhe/pfaa\Find-Job\.git\objects\pack\pack-cbf6aebf8b0d0bf98d8e55ba914faa7cb79ace70.idx,30,0.0,0,0,1,0,134,0
C:/Users/norhe/pfaa\CoolReader\thirdparty\libjpeg\jdcoefct.c,669,0.0493273542600896,10,0,1,0,684,1
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v3\skins\classic\arrow-right-enabled.png,5,0.0,0,0,0,0,11,0
C:/Users/norhe/pfaa\CoolReader\cr3gui\data\devices\v5\skins\default\cr3_t9_frame.png,7,0.0,0,0,0,0,13,0
C:/Users/norhe/pfaa\Websocket-With-Angular\backend\src\main\java\com\example\websocket\WebSocketApplication.java,47,0.0,0,0,1,0,48,0
